избивать;1
уведомить;0
украсить;1
проинформировать;0
вспомнить;0
похоронить;1
обезвредить;1
предпочесть;0
разворачиваться;0
снижать;0
достать;0
изложить;0
задерживать;0
понизить;0
сомневаться;1
отслеживать;0
вырастить;1
заканчиваться;1
помнить;1
держаться;0
провалиться;1
заболеть;1
вытащить;1
сражаться;1
утратить;1
воспринять;1
интересоваться;0
ухудшиться;1
прекратиться;0
разогнать;1
приветствовать;1
изнасиловать;1
окружить;0
отразить;0
заминировать;1
повыситься;0
скрыть;0
востребовать;0
сбросить;0
опережать;1
формировать;0
санкционировать;0
побеждать;1
информировать;0
укрепить;1
вспыхнуть;1
переиграть;0
родить;1
подписывать;0
запускать;0
оскорблять;1
отравиться;1
свергнуть;1
поверить;0
обеспокоить;1
задеть;1
везти;0
постараться;0
проигнорировать;1
обогнать;1
завысить;1
доверять;0
оскорбить;1
выработать;0
бросать;0
депортировать;1
объединиться;0
советовать;0
обязывать;1
перехватить;0
отбить;1
взяться;0
прекращать;0
анализировать;0
отравить;1
посетовать;1
отстаивать;0
уважать;1
сокращать;0
доложить;0
научить;0
воспринимать;0
усомниться;1
развернуться;0
заслуживать;1
разбираться;0
ратифицировать;0
уничтожать;1
прибавить;0
рисковать;1
подъехать;0
зарезать;1
инкриминировать;1
выгнать;1
модернизировать;1
наступать;0
руководствоваться;0
осуждать;1
отомстить;1
душить;1
побороться;1
колебаться;0
сокращаться;0
болеть;1
броситься;1
смягчить;1
игнорировать;1
спастись;1
испортить;1
отрезать;0
проигрывать;1
освещать;0
занизить;1
испугаться;1
поражать;1
умирать;1
превосходить;1
завязаться;0
терпеть;1
пошутить;1
шокировать;1
догнать;0
останавливаться;0
разъяснить;0
вдохновить;1
усовершенствовать;1
приняться;0
возлюбить;1
наброситься;1
напугать;1
патрулировать;0
завладеть;0
разразиться;1
полагаться;0
упустить;1
помиловать;1
спасать;1
организовывать;0
проникать;0
нарастить;0
поссориться;1
спасть;0
вспоминать;0
прорвать;1
усилиться;0
гордиться;1
ловить;0
учить;0
одобрять;0
поинтересоваться;0
профинансировать;0
разочаровать;1
превзойти;1
улучшиться;1
порекомендовать;0
провоцировать;1
отказывать;0
повышаться;0
драться;1
урезать;1
ослабить;1
сожалеть;1
удвоить;0
доминировать;0
пасть;1
повезти;1
проложить;1
хорошеть;1
экономить;1
беспокоить;1
прекращаться;0
вступиться;1
оговорить;0
обокрасть;1
презентовать;0
преподавать;0
повесить;0
выдворить;1
соглашаться;0
наехать;1
забывать;0
избавить;1
договариваться;0
обвалиться;1
проследить;0
разрешаться;0
наращивать;0
исчерпать;1
вытеснить;1
усмотреть;0
возрастать;0
осознать;1
пропагандировать;0
завершаться;0
похищать;1
воссоздать;0
отравлять;0
поведать;0
привыкнуть;0
возводить;1
просмотреть;0
похвалить;1
выгореть;1
содействовать;0
освобождать;1
молиться;0
посеять;0
осложнить;1
травмировать;1
воровать;1
обстреливать;1
предостеречь;1
порочить;1
освоить;0
останавливать;0
отстоять;0
удариться;1
укрепиться;0
опускаться;0
сломаться;1
захватывать;1
вторгнуться;1
захоронить;0
понизиться;0
эксплуатировать;1
поздравлять;1
усиливать;0
израсходовать;0
упрекнуть;1
пытать;1
отыскать;0
возобновлять;0
расстроить;1
дискредитировать;1
генерировать;0
распоряжаться;0
выращивать;0
бастовать;1
пугать;1
подрывать;1
злоупотреблять;1
достроить;0
толкнуть;0
разглядеть;0
арестовывать;1
уменьшаться;0
дорожать;1
зажечь;1
ужесточать;1
отступить;1
разрушать;1
дестабилизировать;1
разоблачить;1
обезглавить;1
велеть;0
отбросить;0
разыскать;0
изгнать;1
воссоединиться;1
застать;0
укреплять;1
исчезать;1
вырабатывать;0
ухудшить;1
дарить;1
приостанавливать;0
уклоняться;1
забрасывать;0
украшать;1
изготавливать;0
затормозить;0
шутить;0
увлекаться;0
воспрепятствовать;0
утерять;0
известить;0
преобладать;0
браться;0
побудить;0
штурмовать;1
ценить;1
оправдывать;0
осознавать;0
конфликтовать;1
оптимизировать;1
вынуждать;1
подтолкнуть;0
ухудшаться;1
чаять;1
сопротивляться;0
волновать;1
прятать;0
нейтрализовать;1
забивать;0
расправиться;1
смеяться;1
соорудить;0
поспособствовать;0
насиловать;1
издеваться;1
беспокоиться;1
отследить;0
осквернить;1
расширяться;0
обманывать;1
плакать;1
развить;0
переть;0
винить;0
раскаяться;1
настать;0
воспроизводить;0
обходить;0
ломать;1
донести;0
сразиться;1
навредить;1
звереть;1
враждовать;1
раздражать;1
обезопасить;1
оттеснить;0
ненавидеть;1
присуждать;0
благодарить;1
спасаться;1
давить;0
осваивать;0
уменьшать;0
прогнать;0
грабить;1
развалиться;1
вредить;1
переставать;0
подбросить;0
посмеяться;1
затратить;0
подводить;0
угодить;1
унижать;1
перерезать;0
сбрасывать;0
озаботить;1
оповестить;0
спонсировать;0
похвастаться;1
загрязнить;1
улыбаться;1
развести;1
обновлять;0
одолеть;1
укоротить;0
портить;1
приступать;0
покорить;1
обидеться;1
улучшать;1
консультировать;0
объединяться;0
заступиться;1
высылать;0
поощрять;1
уклониться;1
пресекать;0
усиливаться;0
запугать;1
заехать;0
бомбить;1
консолидировать;0
красть;1
вымереть;0
перекрывать;0
адаптироваться;0
породить;0
завоёвывать;1
укрепляться;0
разграбить;1
окончиться;0
экстрадировать;1
обогатить;0
лишаться;1
соблюсти;0
употребить;0
кидать;0
разгонять;0
присваивать;0
предотвращать;1
порадовать;1
уведомлять;0
ругаться;1
осложнять;1
разбомбить;1
ущемлять;1
радоваться;1
завязать;0
радовать;1
кинуть;0
дружить;1
отогнать;0
недооценить;1
выдумать;1
воспроизвести;0
отступать;0
выловить;1
царить;1
усугубить;1
уложить;1
пожалеть;1
подбить;1
тормозить;0
обидеть;1
сконструировать;0
принуждать;1
подставить;1
прерывать;0
задавить;1
противодействовать;1
осадить;1
упрекать;1
обосноваться;0
расходовать;0
осветить;0
жалеть;1
шантажировать;1
навязать;1
развиться;0
срывать;1
потрясти;1
сочувствовать;1
рождаться;1
раздавить;1
загрязнять;1
заесть;1
навязывать;1
удвоиться;0
лоббировать;1
почитать;1
потрясать;1
придумывать;0
потеплеть;1
тянуть;0
доставать;0
взрывать;1
расстреливать;1
толкать;0
разжигать;1
принудить;1
хоронить;1
волноваться;1
разоружить;1
подкупить;1
окружать;0
субсидировать;0
расшириться;0
надоесть;1
мстить;1
творить;1
вызволить;1
выкрасть;1
затребовать;1
разозлиться;1
агитировать;1
загнать;1
лгать;1
увлечься;1
иллюстрировать;0
угадать;0
кончиться;0
скорбеть;1
ассистировать;0
озаботиться;0
взламывать;1
улучшаться;1
завышать;1
расколоть;1
подключать;0
прострелить;1
приостанавливаться;0
парировать;1
переоценить;1
трактовать;0
докладывать;0
прихватить;0
зацепить;1
бушевать;1
подыскать;0
ослабнуть;1
вдохновлять;1
истолковать;0
разочароваться;1
наслаждаться;1
присягнуть;1
сочинить;0
разбивать;1
преувеличить;1
травить;1
задохнуться;1
разъяснять;0
громить;1
добить;1
грозиться;1
свалиться;1
отбиться;1
зародиться;1
затеять;1
обворовать;1
понадеяться;1
припомнить;1
отодвинуть;0
выследить;1
рожать;0
сетовать;1
обгонять;0
подружиться;1
понижать;0
отпугнуть;1
порождать;0
постичь;0
встревожить;1
подыскивать;0
образовываться;0
погубить;1
пресмыкаться;1
унизить;1
поклясться;1
врать;1
восстать;1
огорчить;1
форсировать;1
обрадоваться;1
нервничать;1
испортиться;1
сторожить;0
проиллюстрировать;0
скатиться;1
присматривать;0
запугивать;1
перебить;1
надругаться;1
обыгрывать;1
страховать;1
потеснить;1
вытаскивать;0
настигнуть;1
благословить;1
отклонять;0
первенствовать;1
бросаться;1
полюбить;0
занижать;1
оборваться;1
проконсультироваться;0
мочить;1
совершенствовать;1
заливать;0
обозвать;1
взволновать;0
симпатизировать;1
консультироваться;0
загрызть;1
взбунтоваться;1
разгневать;1
пренебрегать;1
излагать;0
поругаться;1
потянуть;0
резать;0
подталкивать;0
выгонять;1
выкопать;0
прибавиться;0
расстроиться;1
повелеть;0
побояться;1
вторгаться;1
усугублять;1
раскопать;0
подсказать;0
терроризировать;1
нормализовать;0
усматривать;0
повздорить;1
предостерегать;1
ослаблять;0
поправиться;1
опорочить;1
утащить;0
раскаиваться;1
отделать;0
вешать;0
разложить;0
побуждать;0
изуродовать;1
освистать;1
стучать;0
зарубить;1
тащить;0
извинить;1
подъезжать;0
подложить;1
беречь;1
апеллировать;0
оповещать;0
красить;0
недооценивать;1
поощрить;1
побороть;1
расплакаться;1
расколоться;1
выпалить;1
разминировать;0
возобновляться;0
обогащать;1
поискать;0
ссориться;1
посоветоваться;0
искоренить;1
сплотить;1
истратить;1
хвастаться;1
приговаривать;0
впечатлить;1
укрывать;1
отпугивать;1
вытеснять;0
изыскать;0
кинуться;1
испугать;1
деформировать;1
рваться;1
прогрессировать;1
приспособиться;0
выздороветь;1
отвоевать;1
приказывать;1
плюнуть;1
рискнуть;1
изобличить;1
надлежать;0
порадоваться;1
развозить;0
пренебречь;1
влюбляться;1
разнести;1
воздвигнуть;1
понаблюдать;0
разорить;1
